Region_Name,Region_Code,Party,Votes,Year,Seats,Vote_Share
Loenen,GM0329,GROENLINKS,346,2010,10.0,6.5406427221172025
Loenen,GM0329,SP (Socialistische Partij),284,2010,14.0,5.368620037807183
Loenen,GM0329,ChristenUnie,129,2010,4.0,2.438563327032136
Loenen,GM0329,Staatkundig Gereformeerde Partij (SGP),107,2010,2.0,2.0226843100189034
Loenen,GM0329,Partij voor de Dieren,70,2010,1.0,1.3232514177693762
Loon op Zand,GM0809,VVD,3025,2010,30.0,23.274601831191813
Loon op Zand,GM0809,PVV (Partij voor de Vrijheid),2570,2010,23.0,19.773793952450568
Loon op Zand,GM0809,Christen Democratisch Appèl (CDA),2337,2010,20.0,17.981072555205046
Loon op Zand,GM0809,Partij van de Arbeid (P.v.d.A.),1904,2010,29.0,14.649534507963377
Loon op Zand,GM0809,SP (Socialistische Partij),1546,2010,14.0,11.895052704470261
Loon op Zand,GM0809,Democraten 66 (D66),697,2010,10.0,5.3627760252365935
Loon op Zand,GM0809,GROENLINKS,578,2010,10.0,4.447180118488882
Loon op Zand,GM0809,Partij voor de Dieren,176,2010,1.0,1.3541586519966147
Loon op Zand,GM0809,ChristenUnie,97,2010,4.0,0.7463260752481342
Loon op Zand,GM0809,Staatkundig Gereformeerde Partij (SGP),67,2010,2.0,0.5155035777487113
Lopik,GM0331,Christen Democratisch Appèl (CDA),1915,2010,20.0,23.172797676669894
Lopik,GM0331,VVD,1818,2010,30.0,21.999031945788964
Lopik,GM0331,PVV (Partij voor de Vrijheid),1475,2010,23.0,17.848499515972893
Lopik,GM0331,ChristenUnie,762,2010,4.0,9.220716360116167
Lopik,GM0331,Partij van de Arbeid (P.v.d.A.),736,2010,29.0,8.906098741529526
Lopik,GM0331,Staatkundig Gereformeerde Partij (SGP),484,2010,2.0,5.856727976766699
Lopik,GM0331,SP (Socialistische Partij),474,2010,14.0,5.735721200387222
Lopik,GM0331,Democraten 66 (D66),264,2010,10.0,3.1945788964181996
Lopik,GM0331,GROENLINKS,258,2010,10.0,3.121974830590513
Lopik,GM0331,Partij voor de Dieren,78,2010,1.0,0.9438528557599225
Loppersum,GM0024,Partij van de Arbeid (P.v.d.A.),1538,2010,29.0,24.44762358925449
Loppersum,GM0024,Christen Democratisch Appèl (CDA),1231,2010,20.0,19.56763630583373
Loppersum,GM0024,VVD,727,2010,30.0,11.556191384517565
Loppersum,GM0024,SP (Socialistische Partij),688,2010,14.0,10.936258146558576
Loppersum,GM0024,PVV (Partij voor de Vrijheid),595,2010,23.0,9.45795580988714
Loppersum,GM0024,ChristenUnie,574,2010,4.0,9.1241456048323
Loppersum,GM0024,GROENLINKS,524,2010,10.0,8.329359402320776
Loppersum,GM0024,Democraten 66 (D66),258,2010,10.0,4.101096804959465
Loppersum,GM0024,Partij voor de Dieren,89,2010,1.0,1.4147194404705135
Loppersum,GM0024,Staatkundig Gereformeerde Partij (SGP),67,2010,2.0,1.0650135113654429
Losser,GM0168,Christen Democratisch Appèl (CDA),3227,2010,20.0,25.083560046638166
Losser,GM0168,VVD,2479,2010,30.0,19.26933540614069
Losser,GM0168,PVV (Partij voor de Vrijheid),2330,2010,23.0,18.111154294597746
Losser,GM0168,Partij van de Arbeid (P.v.d.A.),2117,2010,29.0,16.45549941702293
Losser,GM0168,SP (Socialistische Partij),1327,2010,14.0,10.314807617567043
Losser,GM0168,Democraten 66 (D66),643,2010,10.0,4.998056743101438
Losser,GM0168,GROENLINKS,518,2010,10.0,4.026428293820443
Losser,GM0168,ChristenUnie,121,2010,4.0,0.9405363389040031
Losser,GM0168,Partij voor de Dieren,93,2010,1.0,0.7228915662650602
Losser,GM0168,Staatkundig Gereformeerde Partij (SGP),10,2010,2.0,0.0777302759424796
Maarssen,GM0333,VVD,6103,2010,30.0,26.354881893164055
Maarssen,GM0333,PVV (Partij voor de Vrijheid),4251,2010,23.0,18.3573001684156
Maarssen,GM0333,Partij van de Arbeid (P.v.d.A.),4045,2010,29.0,17.467720343740552
Maarssen,GM0333,Christen Democratisch Appèl (CDA),2508,2010,20.0,10.83041844798549
Maarssen,GM0333,Democraten 66 (D66),1870,2010,10.0,8.075312000690936
Maarssen,GM0333,SP (Socialistische Partij),1835,2010,14.0,7.924169797469448
Maarssen,GM0333,GROENLINKS,1612,2010,10.0,6.961178045515395
Maarssen,GM0333,ChristenUnie,519,2010,4.0,2.241222956341495
Maarssen,GM0333,Partij voor de Dieren,307,2010,1.0,1.3257330396856242
Maarssen,GM0333,Staatkundig Gereformeerde Partij (SGP),107,2010,2.0,0.46206330699140646
Maasdonk,GM1671,Christen Democratisch Appèl (CDA),1559,2010,20.0,24.76962186209088
Maasdonk,GM1671,PVV (Partij voor de Vrijheid),1275,2010,23.0,20.257387988560534
Maasdonk,GM1671,VVD,1250,2010,30.0,19.860184302510326
Maasdonk,GM1671,SP (Socialistische Partij),962,2010,14.0,15.284397839211946
Maasdonk,GM1671,Partij van de Arbeid (P.v.d.A.),713,2010,29.0,11.32824912615189
Maasdonk,GM1671,Democraten 66 (D66),246,2010,10.0,3.9084842707340326
Maasdonk,GM1671,GROENLINKS,223,2010,10.0,3.543056879567842
Maasdonk,GM1671,Partij voor de Dieren,41,2010,1.0,0.6514140451223388
Maasdonk,GM1671,ChristenUnie,25,2010,4.0,0.39720368605020656
Maasdonk,GM1671,Staatkundig Gereformeerde Partij (SGP),0,2010,2.0,0.0
Maasdriel,GM0263,PVV (Partij voor de Vrijheid),3414,2010,23.0,24.347454000855798
Maasdriel,GM0263,VVD,3336,2010,30.0,23.791185280273854
Maasdriel,GM0263,Christen Democratisch Appèl (CDA),2553,2010,20.0,18.207103123662815
Maasdriel,GM0263,Partij van de Arbeid (P.v.d.A.),1662,2010,29.0,11.8528027385537
Maasdriel,GM0263,SP (Socialistische Partij),1361,2010,14.0,9.706176009128512
Maasdriel,GM0263,Democraten 66 (D66),638,2010,10.0,4.549992868349736
Maasdriel,GM0263,GROENLINKS,503,2010,10.0,3.587220082727143
Maasdriel,GM0263,Staatkundig Gereformeerde Partij (SGP),232,2010,2.0,1.654542861218086
Maasdriel,GM0263,ChristenUnie,185,2010,4.0,1.319355298816146
Maasdriel,GM0263,Partij voor de Dieren,138,2010,1.0,0.9841677364142062
Maasgouw,GM1641,PVV (Partij voor de Vrijheid),3790,2010,23.0,27.17820007171029
Maasgouw,GM1641,VVD,2609,2010,30.0,18.709214772319825
Maasgouw,GM1641,Christen Democratisch Appèl (CDA),2597,2010,20.0,18.623162423807816
Maasgouw,GM1641,Partij van de Arbeid (P.v.d.A.),1725,2010,29.0,12.37002509860165
Maasgouw,GM1641,SP (Socialistische Partij),1691,2010,14.0,12.12621011115095
Maasgouw,GM1641,Democraten 66 (D66),615,2010,10.0,4.410182861240588
Maasgouw,GM1641,GROENLINKS,592,2010,10.0,4.245249193259233
Maasgouw,GM1641,Partij voor de Dieren,215,2010,1.0,1.541771244173539
Maasgouw,GM1641,ChristenUnie,97,2010,4.0,0.6955898171387594
Maasgouw,GM1641,Staatkundig Gereformeerde Partij (SGP),14,2010,2.0,0.10039440659734672
Maassluis,GM0556,VVD,4309,2010,30.0,23.836919842894286
Maassluis,GM0556,PVV (Partij voor de Vrijheid),3491,2010,23.0,19.311832715605465
Maassluis,GM0556,Partij van de Arbeid (P.v.d.A.),3481,2010,29.0,19.256513802068927
Maassluis,GM0556,Christen Democratisch Appèl (CDA),2407,2010,20.0,13.31526248824473
Maassluis,GM0556,SP (Socialistische Partij),1662,2010,14.0,9.19400342977264
Maassluis,GM0556,Democraten 66 (D66),958,2010,10.0,5.299551916800354
Maassluis,GM0556,GROENLINKS,789,2010,10.0,4.36466227803286
Maassluis,GM0556,ChristenUnie,603,2010,4.0,3.33573048625325
Maassluis,GM0556,Partij voor de Dieren,269,2010,1.0,1.488078774132876
Maassluis,GM0556,Staatkundig Gereformeerde Partij (SGP),108,2010,2.0,0.597444266194612
Maastricht,GM0935,PVV (Partij voor de Vrijheid),14806,2010,23.0,23.21453770049703
Maastricht,GM0935,Partij van de Arbeid (P.v.d.A.),13940,2010,29.0,21.856724000062716
Maastricht,GM0935,VVD,9463,2010,30.0,14.837172109942143
Maastricht,GM0935,SP (Socialistische Partij),7039,2010,14.0,11.036548080089057
Maastricht,GM0935,Christen Democratisch Appèl (CDA),6964,2010,20.0,10.91895451480895
Maastricht,GM0935,Democraten 66 (D66),5044,2010,10.0,7.908559243638188
Maastricht,GM0935,GROENLINKS,5026,2010,10.0,7.880336787970962
Maastricht,GM0935,Partij voor de Dieren,986,2010,1.0,1.5459634048824848
Maastricht,GM0935,ChristenUnie,465,2010,4.0,0.7290801047366688
Maastricht,GM0935,Staatkundig Gereformeerde Partij (SGP),46,2010,2.0,0.0721240533717995
Margraten,GM0936,Christen Democratisch Appèl (CDA),1815,2010,20.0,22.018682518500547
Margraten,GM0936,PVV (Partij voor de Vrijheid),1781,2010,23.0,21.606211330826156
Margraten,GM0936,VVD,1455,2010,30.0,17.651340531359942
Margraten,GM0936,Partij van de Arbeid (P.v.d.A.),1234,2010,29.0,14.970277811476404
Margraten,GM0936,SP (Socialistische Partij),827,2010,14.0,10.032755064903554
Margraten,GM0936,GROENLINKS,498,2010,10.0,6.041489748877836
Margraten,GM0936,Democraten 66 (D66),469,2010,10.0,5.689676088802621
Margraten,GM0936,Partij voor de Dieren,97,2010,1.0,1.176756035423996
Margraten,GM0936,ChristenUnie,63,2010,4.0,0.7642848477496057
Margraten,GM0936,Staatkundig Gereformeerde Partij (SGP),4,2010,2.0,0.04852602207934004
Marum,GM0025,Partij van de Arbeid (P.v.d.A.),1313,2010,29.0,22.2015556307068
Marum,GM0025,Christen Democratisch Appèl (CDA),1083,2010,20.0,18.31247886371322
Marum,GM0025,VVD,1054,2010,30.0,17.8221170104836
Marum,GM0025,PVV (Partij voor de Vrijheid),812,2010,23.0,13.73013189042949
Marum,GM0025,SP (Socialistische Partij),574,2010,14.0,9.705782888062226
Marum,GM0025,ChristenUnie,416,2010,4.0,7.034156239431856
Marum,GM0025,GROENLINKS,271,2010,10.0,4.582346973283734
Marum,GM0025,Democraten 66 (D66),251,2010,10.0,4.2441663848495095
Marum,GM0025,Partij voor de Dieren,79,2010,1.0,1.3358133243151844
Marum,GM0025,Staatkundig Gereformeerde Partij (SGP),61,2010,2.0,1.031450794724383
Medemblik,GM0420,VVD,4106,2010,30.0,26.23306925632507
Medemblik,GM0420,Christen Democratisch Appèl (CDA),2593,2010,20.0,16.5665729619218
Medemblik,GM0420,PVV (Partij voor de Vrijheid),2576,2010,23.0,16.457960644007155
Medemblik,GM0420,Partij van de Arbeid (P.v.d.A.),2417,2010,29.0,15.442116023511373
Medemblik,GM0420,SP (Socialistische Partij),1454,2010,14.0,9.289547661640684
Medemblik,GM0420,Democraten 66 (D66),989,2010,10.0,6.318681318681318
Medemblik,GM0420,GROENLINKS,883,2010,10.0,5.64145157168413
Medemblik,GM0420,ChristenUnie,309,2010,4.0,1.974188602095579
Medemblik,GM0420,Partij voor de Dieren,236,2010,1.0,1.5077945310503449
Medemblik,GM0420,Staatkundig Gereformeerde Partij (SGP),89,2010,2.0,0.5686174290825453
Meerssen,GM0938,PVV (Partij voor de Vrijheid),2852,2010,23.0,24.14084983917386
Meerssen,GM0938,Christen Democratisch Appèl (CDA),2030,2010,20.0,17.183003216522767
Meerssen,GM0938,VVD,2010,2010,30.0,17.013712544438803
Meerssen,GM0938,Partij van de Arbeid (P.v.d.A.),1882,2010,29.0,15.930252243101407
Meerssen,GM0938,SP (Socialistische Partij),1501,2010,14.0,12.705264939901811
Meerssen,GM0938,GROENLINKS,641,2010,10.0,5.42576604029118
Meerssen,GM0938,Democraten 66 (D66),637,2010,10.0,5.391907905874387
Meerssen,GM0938,Partij voor de Dieren,183,2010,1.0,1.5490096495683088
Meerssen,GM0938,ChristenUnie,69,2010,4.0,0.5840528186896902
Meerssen,GM0938,Staatkundig Gereformeerde Partij (SGP),9,2010,2.0,0.07618080243778569
Menaldumadeel,GM0083,Partij van de Arbeid (P.v.d.A.),2244,2010,29.0,27.36919136480059
Menaldumadeel,GM0083,Christen Democratisch Appèl (CDA),1566,2010,20.0,19.099890230515918
Menaldumadeel,GM0083,VVD,1298,2010,30.0,15.831198926698379
Menaldumadeel,GM0083,SP (Socialistische Partij),985,2010,14.0,12.013660202463715
Menaldumadeel,GM0083,PVV (Partij voor de Vrijheid),865,2010,23.0,10.550067081351385
Menaldumadeel,GM0083,GROENLINKS,508,2010,10.0,6.1958775460422
Menaldumadeel,GM0083,Democraten 66 (D66),364,2010,10.0,4.4395658007074035
Menaldumadeel,GM0083,ChristenUnie,266,2010,4.0,3.2442980851323333
Menaldumadeel,GM0083,Partij voor de Dieren,75,2010,1.0,0.9147457006952067
Menaldumadeel,GM0083,Staatkundig Gereformeerde Partij (SGP),28,2010,2.0,0.3415050615928772
Menterwolde,GM1987,Partij van de Arbeid (P.v.d.A.),2288,2010,29.0,32.458504752447155
Menterwolde,GM1987,PVV (Partij voor de Vrijheid),1166,2010,23.0,16.541353383458645
Menterwolde,GM1987,SP (Socialistische Partij),1004,2010,14.0,14.24315505745496
Menterwolde,GM1987,VVD,989,2010,30.0,14.03035891615832
Menterwolde,GM1987,Christen Democratisch Appèl (CDA),518,2010,20.0,7.348560079443893
Menterwolde,GM1987,GROENLINKS,446,2010,10.0,6.327138601220031
Menterwolde,GM1987,Democraten 66 (D66),285,2010,10.0,4.0431266846361185
Menterwolde,GM1987,ChristenUnie,225,2010,4.0,3.191942119449567
Menterwolde,GM1987,Partij voor de Dieren,103,2010,1.0,1.461200170236913
Menterwolde,GM1987,Staatkundig Gereformeerde Partij (SGP),25,2010,2.0,0.3546602354943964
Meppel,GM0119,Partij van de Arbeid (P.v.d.A.),4749,2010,29.0,24.840464483732607
Meppel,GM0119,VVD,4021,2010,30.0,21.03253478397322
Meppel,GM0119,Christen Democratisch Appèl (CDA),2439,2010,20.0,12.757610628726853
Meppel,GM0119,PVV (Partij voor de Vrijheid),2341,2010,23.0,12.245004707605398
Meppel,GM0119,SP (Socialistische Partij),1910,2010,14.0,9.990584789203892
Meppel,GM0119,GROENLINKS,1168,2010,10.0,6.1094256721414375
Meppel,GM0119,Democraten 66 (D66),1156,2010,10.0,6.046657600167381
Meppel,GM0119,ChristenUnie,1059,2010,4.0,5.53928235171043
Meppel,GM0119,Partij voor de Dieren,208,2010,1.0,1.0879799142169684
Meppel,GM0119,Staatkundig Gereformeerde Partij (SGP),67,2010,2.0,0.3504550685218119
Middelburg,GM0687,Partij van de Arbeid (P.v.d.A.),6257,2010,29.0,22.557502343355683
Middelburg,GM0687,VVD,3959,2010,30.0,14.272838705025597
Middelburg,GM0687,Christen Democratisch Appèl (CDA),3902,2010,20.0,14.06734443723412
Middelburg,GM0687,PVV (Partij voor de Vrijheid),3068,2010,23.0,11.06063883481145
Middelburg,GM0687,SP (Socialistische Partij),2546,2010,14.0,9.178743961352657
Middelburg,GM0687,Staatkundig Gereformeerde Partij (SGP),2178,2010,2.0,7.852044127190136
Middelburg,GM0687,GROENLINKS,2086,2010,10.0,7.5203691686495056
Middelburg,GM0687,ChristenUnie,1718,2010,4.0,6.1936693344869855
Middelburg,GM0687,Democraten 66 (D66),1569,2010,10.0,5.656500108154878
Middelburg,GM0687,Partij voor de Dieren,455,2010,1.0,1.6403489797389863
Middelharnis,GM0559,VVD,1929,2010,30.0,18.02803738317757
Middelharnis,GM0559,PVV (Partij voor de Vrijheid),1626,2010,23.0,15.196261682242989
Middelharnis,GM0559,Staatkundig Gereformeerde Partij (SGP),1623,2010,2.0,15.16822429906542
Middelharnis,GM0559,Christen Democratisch Appèl (CDA),1481,2010,20.0,13.841121495327101
Middelharnis,GM0559,Partij van de Arbeid (P.v.d.A.),1383,2010,29.0,12.925233644859812
Middelharnis,GM0559,ChristenUnie,937,2010,4.0,8.757009345794392
Middelharnis,GM0559,SP (Socialistische Partij),850,2010,14.0,7.943925233644859
Middelharnis,GM0559,GROENLINKS,384,2010,10.0,3.588785046728972
Middelharnis,GM0559,Democraten 66 (D66),381,2010,10.0,3.5607476635514015
Middelharnis,GM0559,Partij voor de Dieren,106,2010,1.0,0.9906542056074767
Midden-Delfland,GM1842,VVD,3139,2010,30.0,28.1171623074167
Midden-Delfland,GM1842,Christen Democratisch Appèl (CDA),2724,2010,20.0,24.399856682192762
Midden-Delfland,GM1842,PVV (Partij voor de Vrijheid),1453,2010,23.0,13.015048369759944
Midden-Delfland,GM1842,Partij van de Arbeid (P.v.d.A.),1230,2010,29.0,11.017556431386598
Midden-Delfland,GM1842,Democraten 66 (D66),840,2010,10.0,7.524184879971337
Midden-Delfland,GM1842,GROENLINKS,648,2010,10.0,5.804371193120745
Midden-Delfland,GM1842,SP (Socialistische Partij),609,2010,14.0,5.455034037979218
Midden-Delfland,GM1842,ChristenUnie,380,2010,4.0,3.403797921891795
Midden-Delfland,GM1842,Partij voor de Dieren,88,2010,1.0,0.7882479398065209
Midden-Delfland,GM1842,Staatkundig Gereformeerde Partij (SGP),53,2010,2.0,0.47474023647438196
Midden-Drenthe,GM1731,Partij van de Arbeid (P.v.d.A.),5258,2010,29.0,25.900201960494556
Midden-Drenthe,GM1731,VVD,4216,2010,30.0,20.767449879316292
Midden-Drenthe,GM1731,Christen Democratisch Appèl (CDA),3361,2010,20.0,16.555834687946405
Midden-Drenthe,GM1731,PVV (Partij voor de Vrijheid),2309,2010,23.0,11.373823949559135
Midden-Drenthe,GM1731,SP (Socialistische Partij),1859,2010,14.0,9.157184375153934
Midden-Drenthe,GM1731,GROENLINKS,1246,2010,10.0,6.137628688241959
Midden-Drenthe,GM1731,Democraten 66 (D66),956,2010,10.0,4.709127629180829
Midden-Drenthe,GM1731,ChristenUnie,814,2010,4.0,4.009654696812965
Midden-Drenthe,GM1731,Partij voor de Dieren,207,2010,1.0,1.0196542042263927
Midden-Drenthe,GM1731,Staatkundig Gereformeerde Partij (SGP),75,2010,2.0,0.36943992906753365
Mill en Sint Hubert,GM0815,Christen Democratisch Appèl (CDA),1646,2010,20.0,25.14512679498931
Mill en Sint Hubert,GM0815,SP (Socialistische Partij),1359,2010,14.0,20.76076993583868
Mill en Sint Hubert,GM0815,VVD,1217,2010,30.0,18.59150626336694
Mill en Sint Hubert,GM0815,PVV (Partij voor de Vrijheid),1044,2010,23.0,15.948670944087992
Mill en Sint Hubert,GM0815,Partij van de Arbeid (P.v.d.A.),746,2010,29.0,11.396272532844485
Mill en Sint Hubert,GM0815,Democraten 66 (D66),250,2010,10.0,3.819126183929117
Mill en Sint Hubert,GM0815,GROENLINKS,214,2010,10.0,3.2691720134433244
Mill en Sint Hubert,GM0815,Partij voor de Dieren,41,2010,1.0,0.6263366941643752
Mill en Sint Hubert,GM0815,ChristenUnie,25,2010,4.0,0.3819126183929117
Mill en Sint Hubert,GM0815,Staatkundig Gereformeerde Partij (SGP),4,2010,2.0,0.061106018942865874
Millingen aan de Rijn,GM0265,Partij van de Arbeid (P.v.d.A.),845,2010,29.0,24.67873831775701
Millingen aan de Rijn,GM0265,SP (Socialistische Partij),687,2010,14.0,20.0642523364486
Millingen aan de Rijn,GM0265,PVV (Partij voor de Vrijheid),582,2010,23.0,16.99766355140187
Millingen aan de Rijn,GM0265,VVD,532,2010,30.0,15.537383177570094
Millingen aan de Rijn,GM0265,Christen Democratisch Appèl (CDA),418,2010,20.0,12.207943925233646
Millingen aan de Rijn,GM0265,Democraten 66 (D66),150,2010,10.0,4.380841121495327
Millingen aan de Rijn,GM0265,GROENLINKS,146,2010,10.0,4.2640186915887845
Millingen aan de Rijn,GM0265,Partij voor de Dieren,43,2010,1.0,1.2558411214953271
Millingen aan de Rijn,GM0265,ChristenUnie,19,2010,4.0,0.5549065420560747
Millingen aan de Rijn,GM0265,Staatkundig Gereformeerde Partij (SGP),2,2010,2.0,0.05841121495327102
Moerdijk,GM1709,VVD,4688,2010,30.0,23.031196266273643
Moerdijk,GM1709,PVV (Partij voor de Vrijheid),3796,2010,23.0,18.64898059444854
Moerdijk,GM1709,Christen Democratisch Appèl (CDA),3549,2010,20.0,17.435519528371408
Moerdijk,GM1709,Partij van de Arbeid (P.v.d.A.),2894,2010,29.0,14.217636944239745
Moerdijk,GM1709,SP (Socialistische Partij),2649,2010,14.0,13.01400147383935
Moerdijk,GM1709,Democraten 66 (D66),951,2010,10.0,4.672070744288873
Moerdijk,GM1709,GROENLINKS,890,2010,10.0,4.372390076148366
Moerdijk,GM1709,ChristenUnie,553,2010,4.0,2.71677720461803
Moerdijk,GM1709,Partij voor de Dieren,308,2010,1.0,1.513141734217637
Moerdijk,GM1709,Staatkundig Gereformeerde Partij (SGP),77,2010,2.0,0.37828543355440925
Montferland,GM1955,Christen Democratisch Appèl (CDA),4379,2010,20.0,21.90485718573358
Montferland,GM1955,PVV (Partij voor de Vrijheid),3867,2010,23.0,19.343704667100194
Montferland,GM1955,VVD,3671,2010,30.0,18.363263468560852
Montferland,GM1955,Partij van de Arbeid (P.v.d.A.),3661,2010,29.0,18.313240958431294
Montferland,GM1955,SP (Socialistische Partij),2341,2010,14.0,11.710269621329598
Montferland,GM1955,Democraten 66 (D66),905,2010,10.0,4.527037166725027
Montferland,GM1955,GROENLINKS,845,2010,10.0,4.226902105947676
Montferland,GM1955,Partij voor de Dieren,195,2010,1.0,0.9754389475263868
Montferland,GM1955,ChristenUnie,120,2010,4.0,0.6002701215546996
Montferland,GM1955,Staatkundig Gereformeerde Partij (SGP),7,2010,2.0,0.03501575709069081
Montfoort,GM0335,VVD,2127,2010,30.0,26.320999876252937
Montfoort,GM0335,Christen Democratisch Appèl (CDA),1469,2010,20.0,18.17844326197253
Montfoort,GM0335,PVV (Partij voor de Vrijheid),1160,2010,23.0,14.354659076846927
Montfoort,GM0335,Partij van de Arbeid (P.v.d.A.),973,2010,29.0,12.040589036010395
Montfoort,GM0335,SP (Socialistische Partij),516,2010,14.0,6.385348347976735
Montfoort,GM0335,Democraten 66 (D66),487,2010,10.0,6.026481871055562
Montfoort,GM0335,ChristenUnie,468,2010,4.0,5.79136245514169
Montfoort,GM0335,GROENLINKS,436,2010,10.0,5.395371859918327
Montfoort,GM0335,Staatkundig Gereformeerde Partij (SGP),386,2010,2.0,4.776636554881822
Montfoort,GM0335,Partij voor de Dieren,59,2010,1.0,0.7301076599430764
Mook en Middelaar,GM0944,VVD,1116,2010,30.0,22.43667068757539
Mook en Middelaar,GM0944,Partij van de Arbeid (P.v.d.A.),894,2010,29.0,17.973462002412546
Mook en Middelaar,GM0944,Christen Democratisch Appèl (CDA),745,2010,20.0,14.977885002010455
Mook en Middelaar,GM0944,SP (Socialistische Partij),680,2010,14.0,13.671089666264576
Mook en Middelaar,GM0944,PVV (Partij voor de Vrijheid),588,2010,23.0,11.821471652593486
Mook en Middelaar,GM0944,Democraten 66 (D66),430,2010,10.0,8.644953759549658
Mook en Middelaar,GM0944,GROENLINKS,412,2010,10.0,8.283071974266184
Mook en Middelaar,GM0944,Partij voor de Dieren,71,2010,1.0,1.4274225975070367
Mook en Middelaar,GM0944,ChristenUnie,38,2010,4.0,0.7639726578206675
Mook en Middelaar,GM0944,Staatkundig Gereformeerde Partij (SGP),0,2010,2.0,0.0
Muiden,GM0424,VVD,1177,2010,30.0,29.23497267759563
Muiden,GM0424,Partij van de Arbeid (P.v.d.A.),837,2010,29.0,20.789865871833086
Muiden,GM0424,Democraten 66 (D66),509,2010,10.0,12.6428216592151
Muiden,GM0424,Christen Democratisch Appèl (CDA),428,2010,20.0,10.630899155489319
Muiden,GM0424,PVV (Partij voor de Vrijheid),416,2010,23.0,10.33283656234476
Muiden,GM0424,GROENLINKS,306,2010,10.0,7.600596125186289
Muiden,GM0424,SP (Socialistische Partij),259,2010,14.0,6.433184302036761
Muiden,GM0424,Partij voor de Dieren,64,2010,1.0,1.5896671634376554
Muiden,GM0424,ChristenUnie,28,2010,4.0,0.6954793840039741
Muiden,GM0424,Staatkundig Gereformeerde Partij (SGP),2,2010,2.0,0.04967709885742673
Naarden,GM0425,VVD,4002,2010,30.0,38.49557522123894
Naarden,GM0425,Partij van de Arbeid (P.v.d.A.),1588,2010,29.0,15.275105809926895
Naarden,GM0425,Democraten 66 (D66),1233,2010,10.0,11.860330896498654
Naarden,GM0425,Christen Democratisch Appèl (CDA),1068,2010,20.0,10.27318199307426
Naarden,GM0425,PVV (Partij voor de Vrijheid),883,2010,23.0,8.493651404386302
Naarden,GM0425,GROENLINKS,721,2010,10.0,6.935359753751443
Naarden,GM0425,SP (Socialistische Partij),539,2010,14.0,5.184686417853021
Naarden,GM0425,Partij voor de Dieren,187,2010,1.0,1.7987687572143134
Naarden,GM0425,ChristenUnie,142,2010,4.0,1.3659099653712967
Naarden,GM0425,Staatkundig Gereformeerde Partij (SGP),33,2010,2.0,0.31742978068487876
Neder-Betuwe,GM1740,Staatkundig Gereformeerde Partij (SGP),3426,2010,2.0,26.54784967067028
Neder-Betuwe,GM1740,PVV (Partij voor de Vrijheid),2041,2010,23.0,15.81557535838822
Neder-Betuwe,GM1740,VVD,1938,2010,30.0,15.017435102673382
Neder-Betuwe,GM1740,Partij van de Arbeid (P.v.d.A.),1932,2010,29.0,14.970941495544363
Neder-Betuwe,GM1740,Christen Democratisch Appèl (CDA),1679,2010,20.0,13.010461061604028
Neder-Betuwe,GM1740,ChristenUnie,616,2010,4.0,4.773343665246029
Neder-Betuwe,GM1740,SP (Socialistische Partij),582,2010,14.0,4.509879891514917
Neder-Betuwe,GM1740,Democraten 66 (D66),358,2010,10.0,2.774118558698179
Neder-Betuwe,GM1740,GROENLINKS,258,2010,10.0,1.9992251065478497
Neder-Betuwe,GM1740,Partij voor de Dieren,75,2010,1.0,0.581170089112747
Nederlek,GM0643,VVD,2142,2010,30.0,24.413038522908593
Nederlek,GM0643,Partij van de Arbeid (P.v.d.A.),1582,2010,29.0,18.03054479142922
Nederlek,GM0643,PVV (Partij voor de Vrijheid),1406,2010,23.0,16.024618190107134
Nederlek,GM0643,Christen Democratisch Appèl (CDA),1026,2010,20.0,11.69364030088899
Nederlek,GM0643,SP (Socialistische Partij),768,2010,14.0,8.753134260314566
Nederlek,GM0643,Staatkundig Gereformeerde Partij (SGP),519,2010,2.0,5.915204011853203
Nederlek,GM0643,Democraten 66 (D66),457,2010,10.0,5.208570777296559
Nederlek,GM0643,GROENLINKS,398,2010,10.0,4.536129473444267
Nederlek,GM0643,ChristenUnie,347,2010,4.0,3.954866651470253
Nederlek,GM0643,Partij voor de Dieren,129,2010,1.0,1.4702530202872122
Nederweert,GM0946,Christen Democratisch Appèl (CDA),2307,2010,20.0,23.97879638291238
Nederweert,GM0946,PVV (Partij voor de Vrijheid),2244,2010,23.0,23.323978796382914
Nederweert,GM0946,VVD,1968,2010,30.0,20.455254131587154
Nederweert,GM0946,SP (Socialistische Partij),1141,2010,14.0,11.859474067144788
Nederweert,GM0946,Partij van de Arbeid (P.v.d.A.),1092,2010,29.0,11.350171499844091
Nederweert,GM0946,GROENLINKS,393,2010,10.0,4.0848144683504835
Nederweert,GM0946,Democraten 66 (D66),337,2010,10.0,3.502754391435402
Nederweert,GM0946,Partij voor de Dieren,92,2010,1.0,0.9562415549319198
Nederweert,GM0946,ChristenUnie,41,2010,4.0,0.426151127741399
Nederweert,GM0946,Staatkundig Gereformeerde Partij (SGP),6,2010,2.0,0.06236357966947303
Neerijnen,GM0304,VVD,1596,2010,30.0,22.689792436735853
Neerijnen,GM0304,PVV (Partij voor de Vrijheid),1317,2010,23.0,18.723343758885413
Neerijnen,GM0304,Christen Democratisch Appèl (CDA),1102,2010,20.0,15.666761444412852
Neerijnen,GM0304,Partij van de Arbeid (P.v.d.A.),1022,2010,29.0,14.529428490190504
